participant;item;rt;region;type2;add;final_rt
2;1;362;dehnoun;object relative;257.644446382778;619.644446382778
2;2;845;dehnoun;subject relative;252.93007461623;1097.93007461623
2;3;388;dehnoun;object relative;249.792218463112;637.792218463112
2;4;1457;dehnoun;subject relative;251.858512823675;1708.85851282368
2;5;422;dehnoun;object relative;245.549186450025;667.549186450025
2;6;932;dehnoun;subject relative;247.189357801455;1179.18935780145
2;7;397;dehnoun;object relative;246.826652973061;643.826652973061
2;8;1787;dehnoun;subject relative;251.586395859308;2038.58639585931
2;9;828;dehnoun;object relative;258.479513263335;1086.47951326334
2;10;783;dehnoun;subject relative;251.51846656033;1034.51846656033
2;11;263;dehnoun;object relative;249.39053917558;512.39053917558
2;13;328;dehnoun;object relative;245.918059458884;573.918059458884
2;14;953;dehnoun;subject relative;254.328877391182;1207.32887739118
2;15;928;dehnoun;object relative;252.891905113175;1180.89190511318
2;16;1111;dehnoun;subject relative;246.094456394801;1357.0944563948
3;1;792;dehnoun;subject relative;247.97568618568;1039.97568618568
3;2;505;dehnoun;object relative;243.397664489154;748.397664489154
3;3;1124;dehnoun;subject relative;243.848099145114;1367.84809914511
3;4;1168;dehnoun;object relative;259.051266619326;1427.05126661933
3;5;897;dehnoun;subject relative;241.864170622612;1138.86417062261
3;6;442;dehnoun;object relative;248.304374864582;690.304374864582
3;7;892;dehnoun;subject relative;256.885217520488;1148.88521752049
3;8;1479;dehnoun;object relative;251.130862823068;1730.13086282307
3;9;1338;dehnoun;subject relative;253.637137924497;1591.6371379245
3;10;770;dehnoun;object relative;245.753770309557;1015.75377030956
3;11;843;dehnoun;subject relative;249.432589198857;1092.43258919886
3;13;910;dehnoun;subject relative;252.430893810115;1162.43089381011
3;14;2102;dehnoun;object relative;249.14109445677;2351.14109445677
3;15;2472;dehnoun;subject relative;249.032876914813;2721.03287691481
3;16;490;dehnoun;object relative;240.77035604236;730.770356042361
4;1;693;dehnoun;object relative;250.804043792636;943.804043792636
4;2;1017;dehnoun;subject relative;246.211277903492;1263.21127790349
4;3;307;dehnoun;object relative;253.071322842821;560.071322842821
4;4;818;dehnoun;subject relative;243.818269469113;1061.81826946911
4;5;312;dehnoun;object relative;259.244790913219;571.244790913219
4;6;828;dehnoun;subject relative;249.591637395775;1077.59163739577
4;7;455;dehnoun;object relative;234.431791559758;689.431791559758
4;8;2446;dehnoun;subject relative;250.737028180647;2696.73702818065
4;9;443;dehnoun;object relative;250.728759303316;693.728759303316
4;10;960;dehnoun;subject relative;250.731206559633;1210.73120655963
4;11;421;dehnoun;object relative;251.846636768334;672.846636768334
4;13;181;dehnoun;object relative;258.511677587684;439.511677587684
4;14;937;dehnoun;subject relative;251.008657211545;1188.00865721155
4;15;161;dehnoun;object relative;255.353465699148;416.353465699148
4;16;2026;dehnoun;subject relative;250.573446515196;2276.5734465152
5;1;1189;dehnoun;subject relative;247.040281049482;1436.04028104948
5;2;546;dehnoun;object relative;254.659249689743;800.659249689743
5;3;2417;dehnoun;subject relative;257.484186356187;2674.48418635619
5;4;271;dehnoun;object relative;246.278902354112;517.278902354112
5;5;1342;dehnoun;subject relative;256.903147589775;1598.90314758977
5;6;286;dehnoun;object relative;248.857318144279;534.857318144279
5;7;764;dehnoun;subject relative;256.557997960423;1020.55799796042
5;8;1427;dehnoun;object relative;250.399712843249;1677.39971284325
5;9;903;dehnoun;subject relative;252.172221888457;1155.17222188846
5;10;683;dehnoun;object relative;243.836746290315;926.836746290315
5;11;1088;dehnoun;subject relative;246.153832494672;1334.15383249467
5;13;1447;dehnoun;subject relative;250.00097571785;1697.00097571785
5;14;631;dehnoun;object relative;248.102397996788;879.102397996788
5;15;894;dehnoun;subject relative;237.965778654824;1131.96577865482
5;16;2125;dehnoun;object relative;251.764798132463;2376.76479813246
6;1;504;dehnoun;object relative;247.545352645651;751.545352645652
6;2;1892;dehnoun;subject relative;253.830340696257;2145.83034069626
6;3;594;dehnoun;object relative;248.12230813308;842.12230813308
6;4;1056;dehnoun;subject relative;248.934005000056;1304.93400500006
6;5;1859;dehnoun;object relative;250.387575755454;2109.38757575545
6;6;1177;dehnoun;subject relative;255.33002374357;1432.33002374357
6;7;336;dehnoun;object relative;261.341058121674;597.341058121674
6;8;1971;dehnoun;subject relative;247.476564815669;2218.47656481567
6;9;435;dehnoun;object relative;246.480908795773;681.480908795773
6;10;846;dehnoun;subject relative;256.621066084293;1102.62106608429
6;11;538;dehnoun;object relative;252.698177711855;790.698177711855
6;13;404;dehnoun;object relative;252.046211328213;656.046211328213
6;14;793;dehnoun;subject relative;249.857838659417;1042.85783865942
6;15;901;dehnoun;object relative;250.288247450951;1151.28824745095
6;16;2366;dehnoun;subject relative;252.527103615495;2618.5271036155
7;1;889;dehnoun;subject relative;253.648886275518;1142.64888627552
7;2;1770;dehnoun;object relative;255.680738833772;2025.68073883377
7;3;1016;dehnoun;subject relative;254.3437590697;1270.3437590697
7;4;419;dehnoun;object relative;262.171531097887;681.171531097887
7;5;799;dehnoun;subject relative;247.464481060834;1046.46448106083
7;6;1070;dehnoun;object relative;247.891567477419;1317.89156747742
7;7;662;dehnoun;subject relative;247.82071849445;909.82071849445
7;8;1152;dehnoun;object relative;241.732186024709;1393.73218602471
7;9;1048;dehnoun;subject relative;262.185691451523;1310.18569145152
7;10;429;dehnoun;object relative;257.291524537139;686.291524537139
7;11;937;dehnoun;subject relative;252.088111754279;1189.08811175428
7;13;876;dehnoun;subject relative;250.07297950328;1126.07297950328
7;14;507;dehnoun;object relative;249.189976428058;756.189976428058
7;15;852;dehnoun;subject relative;260.901020101463;1112.90102010146
7;16;922;dehnoun;object relative;246.26478342607;1168.26478342607
8;1;232;dehnoun;object relative;242.629220253147;474.629220253147
8;2;902;dehnoun;subject relative;244.139232458292;1146.13923245829
8;3;1569;dehnoun;object relative;248.330619948184;1817.33061994818
8;4;1066;dehnoun;subject relative;255.588145041873;1321.58814504187
8;5;416;dehnoun;object relative;248.408802689302;664.408802689302
8;6;932;dehnoun;subject relative;247.900038877584;1179.90003887758
8;7;293;dehnoun;object relative;246.165529539843;539.165529539843
8;8;2275;dehnoun;subject relative;256.839833443507;2531.83983344351
8;9;615;dehnoun;object relative;255.202552151843;870.202552151843
8;10;2150;dehnoun;subject relative;244.553235384327;2394.55323538433
8;11;499;dehnoun;object relative;247.314417004607;746.314417004607
8;13;938;dehnoun;object relative;243.804091774758;1181.80409177476
8;14;868;dehnoun;subject relative;244.364625581579;1112.36462558158
8;15;369;dehnoun;object relative;246.366467027724;615.366467027724
8;16;1626;dehnoun;subject relative;252.982246000138;1878.98224600014
9;1;933;dehnoun;subject relative;244.424965246808;1177.42496524681
9;2;1480;dehnoun;object relative;254.880469652814;1734.88046965281
9;3;1120;dehnoun;subject relative;244.667398512318;1364.66739851232
9;4;544;dehnoun;object relative;250.970759396692;794.970759396692
9;5;871;dehnoun;subject relative;252.694238974531;1123.69423897453
9;6;428;dehnoun;object relative;251.382535857051;679.382535857051
9;7;1078;dehnoun;subject relative;247.86155095497;1325.86155095497
9;8;600;dehnoun;object relative;253.910721971673;853.910721971673
9;9;1028;dehnoun;subject relative;246.499492331104;1274.4994923311
9;10;3509;dehnoun;object relative;243.18594359581;3752.18594359581
9;11;860;dehnoun;subject relative;248.347142617766;1108.34714261777
9;13;1097;dehnoun;subject relative;252.999581904752;1349.99958190475
9;14;404;dehnoun;object relative;244.565874494548;648.565874494548
9;15;1098;dehnoun;subject relative;241.98848309714;1339.98848309714
9;16;420;dehnoun;object relative;251.679549229191;671.679549229191
11;1;944;dehnoun;subject relative;248.89316144902;1192.89316144902
11;2;1265;dehnoun;object relative;244.538934257377;1509.53893425738
11;3;1017;dehnoun;subject relative;252.093068418295;1269.09306841829
11;4;672;dehnoun;object relative;250.289112935403;922.289112935403
11;5;1079;dehnoun;subject relative;253.826614869608;1332.82661486961
11;6;5285;dehnoun;object relative;252.974813978395;5537.9748139784
11;7;901;dehnoun;subject relative;245.837679239216;1146.83767923922
11;8;885;dehnoun;object relative;255.500946508399;1140.5009465084
11;9;1104;dehnoun;subject relative;252.591724895975;1356.59172489597
11;10;728;dehnoun;object relative;245.88456639312;973.884566393119
11;11;1194;dehnoun;subject relative;241.188695536202;1435.1886955362
11;13;1839;dehnoun;subject relative;249.455224170295;2088.4552241703
11;14;343;dehnoun;object relative;248.226163293198;591.226163293198
11;15;1085;dehnoun;subject relative;255.41098056873;1340.41098056873
11;16;461;dehnoun;object relative;248.483191133928;709.483191133928
12;1;1786;dehnoun;object relative;255.330188963251;2041.33018896325
12;2;1558;dehnoun;subject relative;256.013068478718;1814.01306847872
12;3;914;dehnoun;object relative;252.505978362888;1166.50597836289
12;4;2295;dehnoun;subject relative;248.511956492787;2543.51195649279
12;5;1571;dehnoun;object relative;251.617852548956;1822.61785254896
12;6;1631;dehnoun;subject relative;249.322367979827;1880.32236797983
12;7;997;dehnoun;object relative;250.065884496973;1247.06588449697
12;8;1838;dehnoun;subject relative;243.976902026874;2081.97690202687
12;9;884;dehnoun;object relative;250.761559036073;1134.76155903607
12;10;1374;dehnoun;subject relative;258.849871416418;1632.84987141642
12;11;1071;dehnoun;object relative;242.953133311245;1313.95313331124
12;13;6665;dehnoun;object relative;249.356119201557;6914.35611920156
12;14;3823;dehnoun;subject relative;251.87006678279;4074.87006678279
12;15;1412;dehnoun;object relative;246.159071092449;1658.15907109245
12;16;1470;dehnoun;subject relative;247.946204158529;1717.94620415853
14;1;2528;dehnoun;object relative;253.685270218386;2781.68527021839
14;2;1317;dehnoun;subject relative;241.527387755868;1558.52738775587
14;3;866;dehnoun;object relative;255.574946427806;1121.57494642781
14;4;1847;dehnoun;subject relative;254.769484919697;2101.7694849197
14;5;761;dehnoun;object relative;248.770703139877;1009.77070313988
14;6;1071;dehnoun;subject relative;245.391486300864;1316.39148630086
14;7;799;dehnoun;object relative;253.634867048083;1052.63486704808
14;8;2418;dehnoun;subject relative;251.51971570088;2669.51971570088
14;9;1410;dehnoun;object relative;258.180620175028;1668.18062017503
14;10;867;dehnoun;subject relative;248.629579955076;1115.62957995508
14;11;1052;dehnoun;object relative;250.3575719146;1302.3575719146
14;13;1940;dehnoun;object relative;258.842865534984;2198.84286553498
14;14;2256;dehnoun;subject relative;248.768982119034;2504.76898211903
14;15;707;dehnoun;object relative;258.304335951068;965.304335951068
14;16;1007;dehnoun;subject relative;248.66663923191;1255.66663923191
15;1;746;dehnoun;subject relative;249.147204883176;995.147204883176
15;2;373;dehnoun;object relative;252.256488755016;625.256488755016
15;3;1719;dehnoun;subject relative;244.777057562174;1963.77705756217
15;4;528;dehnoun;object relative;244.514400371502;772.514400371502
15;5;1369;dehnoun;subject relative;238.672759503667;1607.67275950367
15;6;592;dehnoun;object relative;253.569456809114;845.569456809114
15;7;968;dehnoun;subject relative;246.964170177317;1214.96417017732
15;8;213;dehnoun;object relative;247.994335263633;460.994335263633
15;9;1335;dehnoun;subject relative;257.836393603002;1592.836393603
15;10;930;dehnoun;object relative;242.08522714426;1172.08522714426
15;11;855;dehnoun;subject relative;263.881739193548;1118.88173919355
15;13;952;dehnoun;subject relative;253.032820696092;1205.03282069609
15;14;674;dehnoun;object relative;253.845823097845;927.845823097845
15;15;1270;dehnoun;subject relative;256.298971602819;1526.29897160282
15;16;875;dehnoun;object relative;258.723688644781;1133.72368864478
16;1;579;dehnoun;object relative;243.802333317209;822.802333317209
16;2;984;dehnoun;subject relative;252.905941659151;1236.90594165915
16;3;612;dehnoun;object relative;242.013640574173;854.013640574173
16;4;933;dehnoun;subject relative;248.52178875701;1181.52178875701
16;5;541;dehnoun;object relative;250.250240523726;791.250240523726
16;6;890;dehnoun;subject relative;249.916735262619;1139.91673526262
16;7;482;dehnoun;object relative;242.905705328468;724.905705328468
16;8;1512;dehnoun;subject relative;246.880906863424;1758.88090686342
16;9;663;dehnoun;object relative;248.185927476652;911.185927476652
16;10;982;dehnoun;subject relative;256.143993950707;1238.14399395071
16;11;1084;dehnoun;object relative;253.644831302268;1337.64483130227
16;13;468;dehnoun;object relative;259.410856180688;727.410856180688
16;14;908;dehnoun;subject relative;250.174897916646;1158.17489791665
16;15;870;dehnoun;object relative;252.013256144409;1122.01325614441
16;16;1968;dehnoun;subject relative;255.473013085699;2223.4730130857
17;1;1017;dehnoun;subject relative;243.080161605721;1260.08016160572
17;2;459;dehnoun;object relative;254.3539407833;713.3539407833
17;3;1603;dehnoun;subject relative;247.147289034064;1850.14728903406
17;4;1156;dehnoun;object relative;256.303862841663;1412.30386284166
17;5;1409;dehnoun;subject relative;244.731739242397;1653.7317392424
17;6;813;dehnoun;object relative;245.598813615324;1058.59881361532
17;7;1265;dehnoun;subject relative;247.378155468594;1512.37815546859
17;8;608;dehnoun;object relative;249.54697733712;857.54697733712
17;9;1203;dehnoun;subject relative;248.993459463923;1451.99345946392
17;10;1198;dehnoun;object relative;245.215692822461;1443.21569282246
17;11;1075;dehnoun;subject relative;242.945538092006;1317.94553809201
17;13;1575;dehnoun;subject relative;257.434664711284;1832.43466471128
17;14;383;dehnoun;object relative;257.072661212286;640.072661212286
17;15;1222;dehnoun;subject relative;253.031152721379;1475.03115272138
17;16;856;dehnoun;object relative;250.202542351799;1106.2025423518
18;1;420;dehnoun;object relative;243.918943327877;663.918943327877
18;2;785;dehnoun;subject relative;243.997099865817;1028.99709986582
18;3;1547;dehnoun;object relative;250.268744225826;1797.26874422583
18;4;831;dehnoun;subject relative;246.586284677966;1077.58628467797
18;5;4958;dehnoun;object relative;252.907432295078;5210.90743229508
18;6;1099;dehnoun;subject relative;250.345439509638;1349.34543950964
18;7;186;dehnoun;object relative;242.134555404057;428.134555404057
18;8;1239;dehnoun;subject relative;249.493888107149;1488.49388810715
18;9;337;dehnoun;object relative;250.668770284312;587.668770284312
18;10;941;dehnoun;subject relative;238.297063640598;1179.2970636406
18;11;389;dehnoun;object relative;253.392415473608;642.392415473608
18;13;352;dehnoun;object relative;250.275489906278;602.275489906278
18;14;961;dehnoun;subject relative;254.344181226996;1215.344181227
18;15;596;dehnoun;object relative;255.08230783568;851.08230783568
18;16;905;dehnoun;subject relative;246.131862640172;1151.13186264017
19;1;555;dehnoun;subject relative;255.33429971872;810.33429971872
19;2;290;dehnoun;object relative;249.818342127083;539.818342127083
19;3;787;dehnoun;subject relative;249.845690983046;1036.84569098305
19;4;59;dehnoun;object relative;244.516923664967;303.516923664967
19;5;744;dehnoun;subject relative;244.461333364959;988.461333364959
19;6;93;dehnoun;object relative;250.091590525753;343.091590525753
19;7;732;dehnoun;subject relative;249.354880049034;981.354880049034
19;8;1589;dehnoun;object relative;254.729719694984;1843.72971969498
19;9;751;dehnoun;subject relative;248.513202383472;999.513202383472
19;10;67;dehnoun;object relative;239.583988893566;306.583988893566
19;11;647;dehnoun;subject relative;255.655197841364;902.655197841364
19;13;734;dehnoun;subject relative;249.05102488909;983.05102488909
19;14;103;dehnoun;object relative;250.510199691009;353.510199691009
19;15;700;dehnoun;subject relative;253.27696796612;953.27696796612
19;16;289;dehnoun;object relative;256.325442711588;545.325442711588
20;1;311;dehnoun;object relative;243.68619147972;554.68619147972
20;2;795;dehnoun;subject relative;249.892134340958;1044.89213434096
20;3;252;dehnoun;object relative;239.258595364426;491.258595364426
20;4;710;dehnoun;subject relative;246.62682447464;956.62682447464
20;5;659;dehnoun;object relative;251.073847156008;910.073847156008
20;6;689;dehnoun;subject relative;246.936570840265;935.936570840265
20;7;295;dehnoun;object relative;253.364134189226;548.364134189226
20;8;1895;dehnoun;subject relative;244.1810706152;2139.1810706152
20;9;140;dehnoun;object relative;251.632483205721;391.632483205721
20;10;2178;dehnoun;subject relative;258.09113121605;2436.09113121605
20;11;102;dehnoun;object relative;252.353867751672;354.353867751672
20;13;259;dehnoun;object relative;247.014433475962;506.014433475962
20;14;675;dehnoun;subject relative;245.87398763946;920.87398763946
20;15;383;dehnoun;object relative;251.169948025658;634.169948025658
20;16;820;dehnoun;subject relative;256.640729635163;1076.64072963516
21;1;747;dehnoun;subject relative;251.120262362472;998.120262362472
21;2;343;dehnoun;object relative;249.064369028581;592.064369028581
21;3;724;dehnoun;subject relative;243.795331435262;967.795331435262
21;4;893;dehnoun;object relative;252.656799812021;1145.65679981202
21;5;894;dehnoun;subject relative;248.706279435409;1142.70627943541
21;6;237;dehnoun;object relative;245.144904877179;482.144904877179
21;7;1422;dehnoun;subject relative;242.191953901683;1664.19195390168
21;8;350;dehnoun;object relative;252.298177381418;602.298177381418
21;9;754;dehnoun;subject relative;250.97624284202;1004.97624284202
21;10;1465;dehnoun;object relative;253.235726015738;1718.23572601574
21;11;1743;dehnoun;subject relative;252.14924426205;1995.14924426205
21;13;862;dehnoun;subject relative;252.423422710258;1114.42342271026
21;14;296;dehnoun;object relative;244.5986240405;540.5986240405
21;15;751;dehnoun;subject relative;254.782466446257;1005.78246644626
21;16;882;dehnoun;object relative;244.706414753713;1126.70641475371
22;1;885;dehnoun;object relative;253.008390311503;1138.0083903115
22;2;1100;dehnoun;subject relative;248.674467607672;1348.67446760767
22;3;961;dehnoun;object relative;248.305722674444;1209.30572267444
22;4;1285;dehnoun;subject relative;255.90064308343;1540.90064308343
22;5;3991;dehnoun;object relative;253.556581650314;4244.55658165031
22;6;1120;dehnoun;subject relative;244.848196625918;1364.84819662592
22;7;575;dehnoun;object relative;258.166213728916;833.166213728916
22;8;2905;dehnoun;subject relative;250.399717289729;3155.39971728973
22;9;912;dehnoun;object relative;258.838247869056;1170.83824786906
22;10;1074;dehnoun;subject relative;248.742207943101;1322.7422079431
22;11;518;dehnoun;object relative;249.540321867609;767.540321867609
22;13;4630;dehnoun;object relative;249.866146061827;4879.86614606183
22;14;2817;dehnoun;subject relative;247.179992648488;3064.17999264849
22;15;466;dehnoun;object relative;250.011712441334;716.011712441334
22;16;1129;dehnoun;subject relative;253.189706942104;1382.1897069421
23;1;1128;dehnoun;subject relative;256.340346328625;1384.34034632862
23;2;584;dehnoun;object relative;253.798653212344;837.798653212344
23;3;1165;dehnoun;subject relative;249.295757655345;1414.29575765534
23;4;2683;dehnoun;object relative;243.808842438843;2926.80884243884
23;5;1424;dehnoun;subject relative;252.716818137247;1676.71681813725
23;6;729;dehnoun;object relative;245.907562208522;974.907562208522
23;7;923;dehnoun;subject relative;247.610821664774;1170.61082166477
23;8;815;dehnoun;object relative;241.494239490152;1056.49423949015
23;9;1662;dehnoun;subject relative;247.131290401294;1909.13129040129
23;10;374;dehnoun;object relative;248.745898297897;622.745898297897
23;11;1221;dehnoun;subject relative;247.573534810671;1468.57353481067
23;13;1617;dehnoun;subject relative;244.426516883677;1861.42651688368
23;14;117;dehnoun;object relative;246.440044671171;363.440044671171
23;15;1121;dehnoun;subject relative;254.657208494925;1375.65720849493
23;16;2610;dehnoun;object relative;252.373073472895;2862.3730734729
24;1;788;dehnoun;object relative;243.033496113298;1031.0334961133
24;2;1173;dehnoun;subject relative;250.677979253461;1423.67797925346
24;3;734;dehnoun;object relative;254.525775530617;988.525775530617
24;4;1282;dehnoun;subject relative;245.833549900067;1527.83354990007
24;5;1095;dehnoun;object relative;248.148958483534;1343.14895848353
24;6;1358;dehnoun;subject relative;246.741839484447;1604.74183948445
24;7;442;dehnoun;object relative;246.060776046242;688.060776046242
24;8;3485;dehnoun;subject relative;249.488238570981;3734.48823857098
24;9;1035;dehnoun;object relative;246.413647970878;1281.41364797088
24;10;1340;dehnoun;subject relative;253.053842024224;1593.05384202422
24;11;635;dehnoun;object relative;240.957590646267;875.957590646267
24;13;4628;dehnoun;object relative;250.118865229989;4878.11886522999
24;14;961;dehnoun;subject relative;248.543399120128;1209.54339912013
24;15;1205;dehnoun;object relative;256.099409657893;1461.09940965789
24;16;865;dehnoun;subject relative;252.94898199177;1117.94898199177
26;1;652;dehnoun;object relative;239.892015982907;891.892015982907
26;2;1629;dehnoun;subject relative;249.918433287468;1878.91843328747
26;3;944;dehnoun;object relative;251.917721844769;1195.91772184477
26;4;908;dehnoun;subject relative;246.898619367742;1154.89861936774
26;5;387;dehnoun;object relative;250.223700250861;637.223700250861
26;6;929;dehnoun;subject relative;257.517007772563;1186.51700777256
26;7;497;dehnoun;object relative;263.511082180591;760.511082180591
26;8;1130;dehnoun;subject relative;255.000639324758;1385.00063932476
26;9;414;dehnoun;object relative;241.711465581558;655.711465581558
26;10;901;dehnoun;subject relative;245.817012631875;1146.81701263188
26;11;519;dehnoun;object relative;242.000261908966;761.000261908966
26;13;602;dehnoun;object relative;238.427736178942;840.427736178942
26;14;969;dehnoun;subject relative;249.787198660243;1218.78719866024
26;15;522;dehnoun;object relative;249.20543710181;771.20543710181
26;16;1323;dehnoun;subject relative;252.14333191747;1575.14333191747
27;1;1779;dehnoun;subject relative;233.290840972325;2012.29084097232
27;2;1131;dehnoun;object relative;250.458543846588;1381.45854384659
27;3;928;dehnoun;subject relative;244.260117591754;1172.26011759175
27;4;977;dehnoun;subject relative;256.273277693111;1233.27327769311
27;5;468;dehnoun;object relative;248.641546066511;716.641546066511
27;6;966;dehnoun;subject relative;248.324089319579;1214.32408931958
27;7;470;dehnoun;object relative;246.075753819495;716.075753819495
27;8;1283;dehnoun;object relative;247.163325771854;1530.16332577185
27;9;821;dehnoun;subject relative;249.11020138294;1070.11020138294
27;10;391;dehnoun;object relative;251.944024155806;642.944024155806
27;11;1053;dehnoun;subject relative;243.088823779834;1296.08882377983
27;13;1599;dehnoun;subject relative;251.925178471166;1850.92517847117
27;14;746;dehnoun;subject relative;250.511088735672;996.511088735672
27;15;1382;dehnoun;subject relative;249.652717401356;1631.65271740136
27;16;558;dehnoun;object relative;247.73439488948;805.73439488948
28;1;2894;dehnoun;object relative;254.572052753522;3148.57205275352
28;2;2150;dehnoun;subject relative;250.192865602672;2400.19286560267
28;3;480;dehnoun;object relative;247.233144919637;727.233144919637
28;4;817;dehnoun;subject relative;256.562549188682;1073.56254918868
28;5;611;dehnoun;object relative;254.144147066249;865.144147066249
28;6;811;dehnoun;subject relative;253.150003923019;1064.15000392302
28;7;274;dehnoun;object relative;251.917479686855;525.917479686855
28;8;1819;dehnoun;subject relative;247.258441433104;2066.2584414331
28;9;1090;dehnoun;object relative;246.008553844525;1336.00855384452
28;10;1423;dehnoun;subject relative;251.726399826701;1674.7263998267
28;11;1248;dehnoun;object relative;261.010982822021;1509.01098282202
28;13;1144;dehnoun;object relative;252.20418289494;1396.20418289494
28;14;793;dehnoun;subject relative;245.66092961976;1038.66092961976
28;15;3067;dehnoun;object relative;248.887909308959;3315.88790930896
28;16;1124;dehnoun;subject relative;254.43213574085;1378.43213574085
29;1;780;dehnoun;subject relative;248.68858972479;1028.68858972479
29;2;243;dehnoun;object relative;253.245187711208;496.245187711208
29;3;895;dehnoun;subject relative;245.917040679321;1140.91704067932
29;4;185;dehnoun;object relative;247.502343777714;432.502343777714
29;5;879;dehnoun;subject relative;243.178468054953;1122.17846805495
29;6;314;dehnoun;object relative;241.987086827066;555.987086827066
29;7;781;dehnoun;subject relative;239.142423410167;1020.14242341017
29;8;472;dehnoun;object relative;251.783338289061;723.783338289061
29;9;516;dehnoun;subject relative;244.48791975512;760.48791975512
29;10;432;dehnoun;object relative;236.262979603653;668.262979603653
29;11;627;dehnoun;subject relative;240.352082752705;867.352082752705
29;13;965;dehnoun;subject relative;248.495192587357;1213.49519258736
29;14;254;dehnoun;object relative;254.46519878687;508.46519878687
29;15;1071;dehnoun;subject relative;244.939205915181;1315.93920591518
29;16;425;dehnoun;object relative;241.784818974416;666.784818974416
30;1;747;dehnoun;object relative;243.638111040663;990.638111040663
30;2;1018;dehnoun;subject relative;249.004880295651;1267.00488029565
30;3;346;dehnoun;object relative;256.058192813958;602.058192813958
30;4;777;dehnoun;subject relative;245.595907055229;1022.59590705523
30;5;762;dehnoun;object relative;247.14815931392;1009.14815931392
30;6;915;dehnoun;subject relative;246.406233334938;1161.40623333494
30;7;570;dehnoun;object relative;252.05099845074;822.05099845074
30;8;1199;dehnoun;subject relative;244.686604668307;1443.68660466831
30;9;480;dehnoun;object relative;256.579151435957;736.579151435958
30;10;965;dehnoun;subject relative;257.446913326149;1222.44691332615
30;11;489;dehnoun;object relative;250.95574687575;739.95574687575
30;13;421;dehnoun;object relative;249.224372288446;670.224372288446
30;14;1015;dehnoun;subject relative;249.618830297369;1264.61883029737
30;15;761;dehnoun;object relative;245.95520251614;1006.95520251614
30;16;1099;dehnoun;subject relative;250.224566767576;1349.22456676758
31;1;798;dehnoun;subject relative;251.143297256904;1049.1432972569
31;2;701;dehnoun;object relative;246.039946503956;947.039946503956
31;3;754;dehnoun;subject relative;248.810009813064;1002.81000981306
31;4;295;dehnoun;object relative;249.51783946124;544.51783946124
31;5;1064;dehnoun;subject relative;249.773505926289;1313.77350592629
31;6;605;dehnoun;object relative;244.68636415862;849.68636415862
31;7;694;dehnoun;subject relative;249.831342197029;943.831342197029
31;8;3327;dehnoun;object relative;254.172151233241;3581.17215123324
31;9;794;dehnoun;subject relative;250.577920395323;1044.57792039532
31;10;442;dehnoun;object relative;255.66306936735;697.66306936735
31;11;1136;dehnoun;subject relative;247.44253523815;1383.44253523815
31;13;785;dehnoun;subject relative;253.37612485515;1038.37612485515
31;14;580;dehnoun;object relative;249.594346132539;829.594346132539
31;15;843;dehnoun;subject relative;255.486369859571;1098.48636985957
31;16;708;dehnoun;object relative;246.296344517136;954.296344517136
32;1;467;dehnoun;object relative;239.125116034678;706.125116034678
32;2;899;dehnoun;subject relative;258.278106876386;1157.27810687639
32;3;703;dehnoun;object relative;251.188294843416;954.188294843416
32;4;745;dehnoun;subject relative;252.85920322435;997.85920322435
32;5;399;dehnoun;object relative;247.422334202685;646.422334202685
32;6;869;dehnoun;subject relative;257.344711360173;1126.34471136017
32;7;163;dehnoun;object relative;248.411545096784;411.411545096784
32;8;963;dehnoun;subject relative;255.295531695125;1218.29553169512
32;9;712;dehnoun;object relative;244.830408810024;956.830408810024
32;10;852;dehnoun;subject relative;254.83898124701;1106.83898124701
32;11;268;dehnoun;object relative;243.407060228304;511.407060228304
32;13;381;dehnoun;object relative;250.185117256654;631.185117256654
32;14;744;dehnoun;subject relative;258.732606807958;1002.73260680796
32;15;321;dehnoun;object relative;249.591831455811;570.591831455811
32;16;905;dehnoun;subject relative;253.319369430139;1158.31936943014
33;1;738;dehnoun;subject relative;238.216443267173;976.216443267173
33;2;232;dehnoun;object relative;250.071159803747;482.071159803747
33;3;812;dehnoun;subject relative;253.851185754956;1065.85118575496
33;4;499;dehnoun;object relative;246.006426777747;745.006426777747
33;5;769;dehnoun;subject relative;258.444413844494;1027.44441384449
33;6;314;dehnoun;object relative;251.333651927462;565.333651927462
33;7;809;dehnoun;subject relative;238.269952192339;1047.26995219234
33;8;357;dehnoun;object relative;248.836489543212;605.836489543212
33;9;779;dehnoun;subject relative;258.216855219488;1037.21685521949
33;10;829;dehnoun;object relative;261.168116229355;1090.16811622936
33;11;857;dehnoun;subject relative;240.999329372961;1097.99932937296
33;13;850;dehnoun;subject relative;255.129902508836;1105.12990250884
33;14;339;dehnoun;object relative;245.98809580872;584.98809580872
33;15;1378;dehnoun;subject relative;257.25291735728;1635.25291735728
33;16;1054;dehnoun;object relative;249.084607492941;1303.08460749294
34;1;1350;dehnoun;object relative;247.463269013993;1597.46326901399
34;2;1339;dehnoun;subject relative;244.169616053845;1583.16961605385
34;3;438;dehnoun;object relative;257.104056523525;695.104056523526
34;4;917;dehnoun;subject relative;236.928626352695;1153.92862635269
34;5;1650;dehnoun;object relative;250.078547195084;1900.07854719508
34;6;1067;dehnoun;subject relative;253.162816071563;1320.16281607156
34;7;556;dehnoun;object relative;250.003819221051;806.003819221051
34;8;1155;dehnoun;subject relative;255.083236114568;1410.08323611457
34;9;415;dehnoun;object relative;250.989728073256;665.989728073256
